"Vuosi"	"min_ika"	"max_ika"	"Ikaluokat_yhteensa"	"ikaluokka"
1932	"50"	"54"	3516000	160200
1933	"50"	"54"	3536600	165100
1934	"50"	"54"	3561600	167500
1935	"50"	"54"	3589600	169200
1936	"50"	"54"	3612400	173900
1937	"50"	"54"	3640200	177200
1938	"50"	"54"	3672100	178700
1939	"50"	"54"	3699700	178000
1940	"50"	"54"	3695617	177939
1941	"50"	"54"	3707815	180258
1942	"50"	"54"	3708801	179624
1943	"50"	"54"	3732532	178957
1944	"50"	"54"	3737096	181012
1945	"50"	"54"	3778890	185753
1946	"50"	"54"	3833072	186909
1947	"50"	"54"	3885284	190135
1948	"50"	"54"	3937840	197692
1949	"50"	"54"	3987996	204276
1950	"50"	"54"	4029803	208010
1951	"50"	"54"	4064727	214719
1952	"50"	"54"	4116228	221502
1953	"50"	"54"	4162609	224844
1954	"50"	"54"	4211191	231084
1955	"50"	"54"	4258571	236158
1956	"50"	"54"	4304832	242635
1957	"50"	"54"	4343190	250372
1958	"50"	"54"	4376314	257872
1959	"50"	"54"	4413046	264218
1960	"50"	"54"	4446222	270526
1961	"50"	"54"	4475787	272903
1962	"50"	"54"	4507098	274237
1963	"50"	"54"	4539519	272306
1964	"50"	"54"	4557567	268655
1965	"50"	"54"	4569896	262382
1966	"50"	"54"	4591842	254870
1967	"50"	"54"	4619645	247905
1968	"50"	"54"	4633292	244665
1969	"50"	"54"	4614277	233190
1970	"50"	"54"	4598336	238497
1971	"50"	"54"	4625912	245325
1972	"50"	"54"	4653401	249662
1973	"50"	"54"	4678761	256655
1974	"50"	"54"	4702387	269687
1975	"50"	"54"	4720492	270631
1976	"50"	"54"	4730836	272526
1977	"50"	"54"	4746967	275440
1978	"50"	"54"	4758088	276817
1979	"50"	"54"	4771292	279478
1980	"50"	"54"	4787778	280688
1981	"50"	"54"	4812150	279769
1982	"50"	"54"	4841715	277378
1983	"50"	"54"	4869858	270091
1984	"50"	"54"	4893748	264891
1985	"50"	"54"	4910664	261536
1986	"50"	"54"	4925644	259572
1987	"50"	"54"	4938602	261688
1988	"50"	"54"	4954359	270273
1989	"50"	"54"	4974383	278177
1990	"50"	"54"	4998478	275265
1991	"50"	"54"	5029002	293585
1992	"50"	"54"	5054982	287170
1993	"50"	"54"	5077912	289144
1994	"50"	"54"	5098754	292435
1995	"50"	"54"	5116826	319111
1996	"50"	"54"	5132320	334890
1997	"50"	"54"	5147349	373934
1998	"50"	"54"	5159646	401144
1999	"50"	"54"	5171302	423566
2000	"50"	"54"	5181115	428147
2001	"50"	"54"	5194901	420940
2002	"50"	"54"	5206295	414266
2003	"50"	"54"	5219732	404572
2004	"50"	"54"	5236611	397493
2005	"50"	"54"	5255580	392973
2006	"50"	"54"	5276955	392282
2007	"50"	"54"	5300484	387167
2008	"50"	"54"	5326314	381671
2009	"50"	"54"	5351427	378037
2010	"50"	"54"	5375276	374857
2011	"50"	"54"	5401267	371613
2012	"50"	"54"	5426674	371171
1865	"55"	"59"	1843245	58742
1866	"55"	"59"	1837506	59117
1867	"55"	"59"	1824198	59252
1868	"55"	"59"	1727538	56672
1869	"55"	"59"	1739560	57621
1870	"55"	"59"	1768769	59159
1871	"55"	"59"	1803845	61517
1872	"55"	"59"	1834611	63733
1873	"55"	"59"	1859976	65760
1874	"55"	"59"	1886117	67813
1875	"55"	"59"	1912647	69875
1876	"55"	"59"	1942656	71646
1877	"55"	"59"	1971431	73369
1878	"55"	"59"	1994573	75548
1879	"55"	"59"	2032669	77507
1880	"55"	"59"	2060782	79153
1881	"55"	"59"	2082643	79891
1882	"55"	"59"	2113302	82266
1883	"55"	"59"	2146395	83106
1884	"55"	"59"	2180547	84102
1885	"55"	"59"	2207518	84256
1886	"55"	"59"	2238572	82943
1887	"55"	"59"	2278140	81599
1888	"55"	"59"	2314179	78741
1889	"55"	"59"	2347702	80782
1890	"55"	"59"	2380140	81889
1891	"55"	"59"	2408300	84100
1892	"55"	"59"	2422500	85900
1893	"55"	"59"	2436700	87800
1894	"55"	"59"	2465700	89900
1895	"55"	"59"	2499900	92400
1896	"55"	"59"	2530900	94900
1897	"55"	"59"	2567500	97400
1898	"55"	"59"	2610300	100200
1899	"55"	"59"	2635300	102700
1900	"55"	"59"	2655900	105000
1901	"55"	"59"	2678500	105400
1902	"55"	"59"	2693900	104300
1903	"55"	"59"	2717100	105100
1904	"55"	"59"	2751900	106200
1905	"55"	"59"	2773000	105300
1906	"55"	"59"	2803700	107900
1907	"55"	"59"	2838700	108600
1908	"55"	"59"	2883000	109000
1909	"55"	"59"	2914800	110000
1910	"55"	"59"	2943400	109800
1911	"55"	"59"	2980000	108900
1912	"55"	"59"	3015500	108200
1913	"55"	"59"	3035800	108200
1914	"55"	"59"	3069500	107900
1915	"55"	"59"	3096300	109400
1916	"55"	"59"	3114200	111900
1917	"55"	"59"	3134300	114000
1918	"55"	"59"	3115300	114100
1919	"55"	"59"	3118000	117900
1920	"55"	"59"	3147600	117400
1921	"55"	"59"	3193200	113900
1922	"55"	"59"	3227800	110200
1923	"55"	"59"	3258600	102600
1924	"55"	"59"	3286200	102300
1925	"55"	"59"	3322100	108500
1926	"55"	"59"	3355200	116000
1927	"55"	"59"	3380600	123200
1928	"55"	"59"	3412100	133300
1929	"55"	"59"	3435300	136900
1930	"55"	"59"	3462700	137400
1931	"55"	"59"	3489600	137000
1932	"55"	"59"	3516000	139700
1933	"55"	"59"	3536600	140500
1934	"55"	"59"	3561600	141600
1935	"55"	"59"	3589600	143900
1936	"55"	"59"	3612400	144300
1937	"55"	"59"	3640200	145500
1938	"55"	"59"	3672100	149700
1939	"55"	"59"	3699700	151600
1940	"55"	"59"	3695617	152556
1941	"55"	"59"	3707815	156411
1942	"55"	"59"	3708801	158804
1943	"55"	"59"	3732532	160671
1944	"55"	"59"	3737096	160567
1945	"55"	"59"	3778890	161698
1946	"55"	"59"	3833072	163931
1947	"55"	"59"	3885284	163113
1948	"55"	"59"	3937840	161616
1949	"55"	"59"	3987996	162781
1950	"55"	"59"	4029803	166748
1951	"55"	"59"	4064727	169438
1952	"55"	"59"	4116228	174312
1953	"55"	"59"	4162609	183078
1954	"55"	"59"	4211191	190468
1955	"55"	"59"	4258571	195136
1956	"55"	"59"	4304832	202150
1957	"55"	"59"	4343190	208545
1958	"55"	"59"	4376314	211703
1959	"55"	"59"	4413046	217905
1960	"55"	"59"	4446222	222817
1961	"55"	"59"	4475787	228700
1962	"55"	"59"	4507098	235821
1963	"55"	"59"	4539519	242896
1964	"55"	"59"	4557567	248828
1965	"55"	"59"	4569896	254676
1966	"55"	"59"	4591842	256956
1967	"55"	"59"	4619645	258224
1968	"55"	"59"	4633292	256640
1969	"55"	"59"	4614277	253044
1970	"55"	"59"	4598336	247313
1971	"55"	"59"	4625912	240178
1972	"55"	"59"	4653401	234660
1973	"55"	"59"	4678761	231831
1974	"55"	"59"	4702387	221509
1975	"55"	"59"	4720492	227320
1976	"55"	"59"	4730836	233769
1977	"55"	"59"	4746967	238210
1978	"55"	"59"	4758088	244946
1979	"55"	"59"	4771292	257433
1980	"55"	"59"	4787778	258819
1981	"55"	"59"	4812150	260998
1982	"55"	"59"	4841715	263763
1983	"55"	"59"	4869858	265476
1984	"55"	"59"	4893748	268257
1985	"55"	"59"	4910664	269654
1986	"55"	"59"	4925644	269110
1987	"55"	"59"	4938602	267091
1988	"55"	"59"	4954359	260096
1989	"55"	"59"	4974383	255274
1990	"55"	"59"	4998478	252434
1991	"55"	"59"	5029002	251058
1992	"55"	"59"	5054982	253661
1993	"55"	"59"	5077912	262399
1994	"55"	"59"	5098754	270468
1995	"55"	"59"	5116826	267867
1996	"55"	"59"	5132320	285534
1997	"55"	"59"	5147349	279074
1998	"55"	"59"	5159646	281074
1999	"55"	"59"	5171302	284194
2000	"55"	"59"	5181115	310083
2001	"55"	"59"	5194901	325664
2002	"55"	"59"	5206295	363817
2003	"55"	"59"	5219732	390583
2004	"55"	"59"	5236611	412327
2005	"55"	"59"	5255580	416888
2006	"55"	"59"	5276955	410077
2007	"55"	"59"	5300484	403762
2008	"55"	"59"	5326314	394516
2009	"55"	"59"	5351427	388165
2010	"55"	"59"	5375276	384108
2011	"55"	"59"	5401267	383809
2012	"55"	"59"	5426674	379195
1865	"60"	"64"	1843245	54521
1866	"60"	"64"	1837506	52270
1867	"60"	"64"	1824198	49792
1868	"60"	"64"	1727538	45151
1869	"60"	"64"	1739560	43394
1870	"60"	"64"	1768769	41981
1871	"60"	"64"	1803845	43830
1872	"60"	"64"	1834611	45578
1873	"60"	"64"	1859976	47193
1874	"60"	"64"	1886117	48823
1875	"60"	"64"	1912647	50461
1876	"60"	"64"	1942656	52856
1877	"60"	"64"	1971431	55212
1878	"60"	"64"	1994573	58007
1879	"60"	"64"	2032669	59820
1880	"60"	"64"	2060782	61323
1881	"60"	"64"	2082643	63516
1882	"60"	"64"	2113302	63494
1883	"60"	"64"	2146395	65674
1884	"60"	"64"	2180547	67433
1885	"60"	"64"	2207518	69021
1886	"60"	"64"	2238572	69880
1887	"60"	"64"	2278140	71835
1888	"60"	"64"	2314179	72380
1889	"60"	"64"	2347702	73115
1890	"60"	"64"	2380140	73379
1891	"60"	"64"	2408300	74200
1892	"60"	"64"	2422500	74600
1893	"60"	"64"	2436700	74900
1894	"60"	"64"	2465700	75500
1895	"60"	"64"	2499900	76500
1896	"60"	"64"	2530900	77200
1897	"60"	"64"	2567500	78000
1898	"60"	"64"	2610300	79100
1899	"60"	"64"	2635300	79900
1900	"60"	"64"	2655900	80500
1901	"60"	"64"	2678500	82900
1902	"60"	"64"	2693900	86200
1903	"60"	"64"	2717100	88600
1904	"60"	"64"	2751900	89400
1905	"60"	"64"	2773000	90600
1906	"60"	"64"	2803700	90700
1907	"60"	"64"	2838700	89700
1908	"60"	"64"	2883000	90700
1909	"60"	"64"	2914800	91400
1910	"60"	"64"	2943400	90700
1911	"60"	"64"	2980000	93300
1912	"60"	"64"	3015500	94400
1913	"60"	"64"	3035800	94700
1914	"60"	"64"	3069500	96300
1915	"60"	"64"	3096300	96700
1916	"60"	"64"	3114200	95600
1917	"60"	"64"	3134300	94700
1918	"60"	"64"	3115300	94400
1919	"60"	"64"	3118000	94200
1920	"60"	"64"	3147600	95800
1921	"60"	"64"	3193200	98600
1922	"60"	"64"	3227800	100500
1923	"60"	"64"	3258600	101700
1924	"60"	"64"	3286200	104600
1925	"60"	"64"	3322100	104100
1926	"60"	"64"	3355200	100800
1927	"60"	"64"	3380600	97600
1928	"60"	"64"	3412100	91300
1929	"60"	"64"	3435300	91600
1930	"60"	"64"	3462700	97300
1931	"60"	"64"	3489600	103100
1932	"60"	"64"	3516000	109300
1933	"60"	"64"	3536600	117500
1934	"60"	"64"	3561600	120700
1935	"60"	"64"	3589600	120800
1936	"60"	"64"	3612400	120700
1937	"60"	"64"	3640200	123200
1938	"60"	"64"	3672100	124100
1939	"60"	"64"	3699700	125400
1940	"60"	"64"	3695617	127370
1941	"60"	"64"	3707815	127500
1942	"60"	"64"	3708801	128341
1943	"60"	"64"	3732532	130977
1944	"60"	"64"	3737096	132353
1945	"60"	"64"	3778890	133434
1946	"60"	"64"	3833072	136630
1947	"60"	"64"	3885284	139083
1948	"60"	"64"	3937840	140679
1949	"60"	"64"	3987996	140335
1950	"60"	"64"	4029803	140720
1951	"60"	"64"	4064727	143176
1952	"60"	"64"	4116228	143179
1953	"60"	"64"	4162609	142870
1954	"60"	"64"	4211191	145810
1955	"60"	"64"	4258571	151381
1956	"60"	"64"	4304832	154360
1957	"60"	"64"	4343190	158800
1958	"60"	"64"	4376314	167066
1959	"60"	"64"	4413046	173639
1960	"60"	"64"	4446222	178185
1961	"60"	"64"	4475787	184471
1962	"60"	"64"	4507098	190485
1963	"60"	"64"	4539519	193370
1964	"60"	"64"	4557567	198959
1965	"60"	"64"	4569896	203467
1966	"60"	"64"	4591842	209212
1967	"60"	"64"	4619645	216031
1968	"60"	"64"	4633292	222666
1969	"60"	"64"	4614277	228245
1970	"60"	"64"	4598336	233456
1971	"60"	"64"	4625912	236036
1972	"60"	"64"	4653401	237316
1973	"60"	"64"	4678761	236530
1974	"60"	"64"	4702387	233781
1975	"60"	"64"	4720492	229056
1976	"60"	"64"	4730836	222691
1977	"60"	"64"	4746967	218000
1978	"60"	"64"	4758088	215630
1979	"60"	"64"	4771292	206367
1980	"60"	"64"	4787778	212225
1981	"60"	"64"	4812150	218653
1982	"60"	"64"	4841715	222943
1983	"60"	"64"	4869858	229757
1984	"60"	"64"	4893748	241852
1985	"60"	"64"	4910664	243344
1986	"60"	"64"	4925644	245621
1987	"60"	"64"	4938602	248274
1988	"60"	"64"	4954359	250160
1989	"60"	"64"	4974383	252983
1990	"60"	"64"	4998478	254650
1991	"60"	"64"	5029002	254554
1992	"60"	"64"	5054982	253161
1993	"60"	"64"	5077912	247125
1994	"60"	"64"	5098754	243283
1995	"60"	"64"	5116826	240951
1996	"60"	"64"	5132320	240005
1997	"60"	"64"	5147349	242832
1998	"60"	"64"	5159646	251425
1999	"60"	"64"	5171302	259218
2000	"60"	"64"	5181115	256916
2001	"60"	"64"	5194901	274073
2002	"60"	"64"	5206295	268016
2003	"60"	"64"	5219732	269893
2004	"60"	"64"	5236611	273109
2005	"60"	"64"	5255580	297977
2006	"60"	"64"	5276955	313032
2007	"60"	"64"	5300484	349870
2008	"60"	"64"	5326314	375755
2009	"60"	"64"	5351427	396886
2010	"60"	"64"	5375276	401712
2011	"60"	"64"	5401267	395223
2012	"60"	"64"	5426674	389588
1865	"65"	"69"	1843245	41000
1866	"65"	"69"	1837506	39823
1867	"65"	"69"	1824198	38475
1868	"65"	"69"	1727538	35435
1869	"65"	"69"	1739560	34636
1870	"65"	"69"	1768769	34137
1871	"65"	"69"	1803845	33929
1872	"65"	"69"	1834611	33638
1873	"65"	"69"	1859976	33246
1874	"65"	"69"	1886117	32874
1875	"65"	"69"	1912647	32509
1876	"65"	"69"	1942656	34004
1877	"65"	"69"	1971431	35473
1878	"65"	"69"	1994573	37432
1879	"65"	"69"	2032669	39797
1880	"65"	"69"	2060782	40711
1881	"65"	"69"	2082643	42465
1882	"65"	"69"	2113302	44327
1883	"65"	"69"	2146395	46796
1884	"65"	"69"	2180547	48069
1885	"65"	"69"	2207518	49350
1886	"65"	"69"	2238572	51086
1887	"65"	"69"	2278140	51179
1888	"65"	"69"	2314179	52969
1889	"65"	"69"	2347702	54518
1890	"65"	"69"	2380140	56246
1891	"65"	"69"	2408300	56600
1892	"65"	"69"	2422500	56700
1893	"65"	"69"	2436700	56800
1894	"65"	"69"	2465700	57000
1895	"65"	"69"	2499900	57500
1896	"65"	"69"	2530900	57800
1897	"65"	"69"	2567500	58100
1898	"65"	"69"	2610300	58700
1899	"65"	"69"	2635300	59000
1900	"65"	"69"	2655900	59200
1901	"65"	"69"	2678500	59800
1902	"65"	"69"	2693900	61200
1903	"65"	"69"	2717100	63400
1904	"65"	"69"	2751900	64000
1905	"65"	"69"	2773000	65500
1906	"65"	"69"	2803700	67500
1907	"65"	"69"	2838700	70400
1908	"65"	"69"	2883000	72400
1909	"65"	"69"	2914800	73100
1910	"65"	"69"	2943400	74400
1911	"65"	"69"	2980000	74900
1912	"65"	"69"	3015500	74000
1913	"65"	"69"	3035800	74700
1914	"65"	"69"	3069500	75400
1915	"65"	"69"	3096300	75200
1916	"65"	"69"	3114200	77200
1917	"65"	"69"	3134300	77800
1918	"65"	"69"	3115300	77400
1919	"65"	"69"	3118000	78600
1920	"65"	"69"	3147600	79200
1921	"65"	"69"	3193200	78700
1922	"65"	"69"	3227800	78000
1923	"65"	"69"	3258600	78500
1924	"65"	"69"	3286200	78400
1925	"65"	"69"	3322100	79900
1926	"65"	"69"	3355200	82300
1927	"65"	"69"	3380600	83800
1928	"65"	"69"	3412100	85200
1929	"65"	"69"	3435300	87200
1930	"65"	"69"	3462700	87000
1931	"65"	"69"	3489600	83300
1932	"65"	"69"	3516000	80300
1933	"65"	"69"	3536600	74600
1934	"65"	"69"	3561600	74600
1935	"65"	"69"	3589600	79300
1936	"65"	"69"	3612400	85000
1937	"65"	"69"	3640200	90200
1938	"65"	"69"	3672100	97500
1939	"65"	"69"	3699700	100400
1940	"65"	"69"	3695617	100721
1941	"65"	"69"	3707815	101057
1942	"65"	"69"	3708801	102897
1943	"65"	"69"	3732532	103653
1944	"65"	"69"	3737096	104228
1945	"65"	"69"	3778890	105168
1946	"65"	"69"	3833072	105265
1947	"65"	"69"	3885284	105883
1948	"65"	"69"	3937840	107857
1949	"65"	"69"	3987996	108701
1950	"65"	"69"	4029803	109178
1951	"65"	"69"	4064727	112765
1952	"65"	"69"	4116228	115781
1953	"65"	"69"	4162609	118235
1954	"65"	"69"	4211191	119393
1955	"65"	"69"	4258571	120754
1956	"65"	"69"	4304832	123389
1957	"65"	"69"	4343190	123714
1958	"65"	"69"	4376314	123662
1959	"65"	"69"	4413046	126508
1960	"65"	"69"	4446222	131423
1961	"65"	"69"	4475787	133975
1962	"65"	"69"	4507098	137621
1963	"65"	"69"	4539519	144896
1964	"65"	"69"	4557567	150676
1965	"65"	"69"	4569896	154593
1966	"65"	"69"	4591842	160366
1967	"65"	"69"	4619645	165781
1968	"65"	"69"	4633292	168317
1969	"65"	"69"	4614277	173398
1970	"65"	"69"	4598336	177463
1971	"65"	"69"	4625912	182572
1972	"65"	"69"	4653401	189244
1973	"65"	"69"	4678761	195521
1974	"65"	"69"	4702387	201301
1975	"65"	"69"	4720492	206729
1976	"65"	"69"	4730836	209487
1977	"65"	"69"	4746967	211576
1978	"65"	"69"	4758088	211140
1979	"65"	"69"	4771292	209455
1980	"65"	"69"	4787778	205910
1981	"65"	"69"	4812150	200716
1982	"65"	"69"	4841715	196742
1983	"65"	"69"	4869858	195262
1984	"65"	"69"	4893748	187069
1985	"65"	"69"	4910664	192869
1986	"65"	"69"	4925644	199157
1987	"65"	"69"	4938602	203126
1988	"65"	"69"	4954359	209574
1989	"65"	"69"	4974383	220838
1990	"65"	"69"	4998478	222601
1991	"65"	"69"	5029002	225198
1992	"65"	"69"	5054982	228027
1993	"65"	"69"	5077912	230284
1994	"65"	"69"	5098754	233739
1995	"65"	"69"	5116826	235870
1996	"65"	"69"	5132320	236340
1997	"65"	"69"	5147349	235617
1998	"65"	"69"	5159646	230291
1999	"65"	"69"	5171302	227163
2000	"65"	"69"	5181115	225524
2001	"65"	"69"	5194901	225223
2002	"65"	"69"	5206295	228179
2003	"65"	"69"	5219732	236582
2004	"65"	"69"	5236611	244189
2005	"65"	"69"	5255580	242434
2006	"65"	"69"	5276955	259097
2007	"65"	"69"	5300484	253225
2008	"65"	"69"	5326314	255273
2009	"65"	"69"	5351427	258319
2010	"65"	"69"	5375276	281997
2011	"65"	"69"	5401267	296656
2012	"65"	"69"	5426674	331528
1865	"70"	"74"	1843245	25725
1866	"70"	"74"	1837506	25076
1867	"70"	"74"	1824198	24322
1868	"70"	"74"	1727538	22496
1869	"70"	"74"	1739560	22087
1870	"70"	"74"	1768769	21871
1871	"70"	"74"	1803845	22380
1872	"70"	"74"	1834611	22835
1873	"70"	"74"	1859976	23222
1874	"70"	"74"	1886117	23620
1875	"70"	"74"	1912647	24023
1876	"70"	"74"	1942656	23399
1877	"70"	"74"	1971431	22763
1878	"70"	"74"	1994573	21567
1879	"70"	"74"	2032669	21205
1880	"70"	"74"	2060782	22452
1881	"70"	"74"	2082643	23379
1882	"70"	"74"	2113302	25450
1883	"70"	"74"	2146395	26923
1884	"70"	"74"	2180547	28422
1885	"70"	"74"	2207518	29038
1886	"70"	"74"	2238572	30418
1887	"70"	"74"	2278140	31883
1888	"70"	"74"	2314179	33425
1889	"70"	"74"	2347702	34412
1890	"70"	"74"	2380140	35548
1891	"70"	"74"	2408300	36400
1892	"70"	"74"	2422500	37000
1893	"70"	"74"	2436700	37800
1894	"70"	"74"	2465700	38500
1895	"70"	"74"	2499900	39500
1896	"70"	"74"	2530900	40300
1897	"70"	"74"	2567500	41100
1898	"70"	"74"	2610300	42200
1899	"70"	"74"	2635300	43200
1900	"70"	"74"	2655900	44000
1901	"70"	"74"	2678500	43300
1902	"70"	"74"	2693900	42600
1903	"70"	"74"	2717100	41500
1904	"70"	"74"	2751900	43000
1905	"70"	"74"	2773000	43700
1906	"70"	"74"	2803700	44300
1907	"70"	"74"	2838700	45300
1908	"70"	"74"	2883000	46900
1909	"70"	"74"	2914800	47600
1910	"70"	"74"	2943400	49100
1911	"70"	"74"	2980000	50500
1912	"70"	"74"	3015500	52900
1913	"70"	"74"	3035800	54200
1914	"70"	"74"	3069500	55100
1915	"70"	"74"	3096300	55800
1916	"70"	"74"	3114200	55700
1917	"70"	"74"	3134300	54100
1918	"70"	"74"	3115300	54000
1919	"70"	"74"	3118000	54200
1920	"70"	"74"	3147600	54700
1921	"70"	"74"	3193200	56900
1922	"70"	"74"	3227800	57700
1923	"70"	"74"	3258600	58600
1924	"70"	"74"	3286200	59900
1925	"70"	"74"	3322100	60400
1926	"70"	"74"	3355200	59900
1927	"70"	"74"	3380600	59400
1928	"70"	"74"	3412100	59800
1929	"70"	"74"	3435300	59900
1930	"70"	"74"	3462700	61300
1931	"70"	"74"	3489600	62700
1932	"70"	"74"	3516000	64100
1933	"70"	"74"	3536600	65000
1934	"70"	"74"	3561600	67200
1935	"70"	"74"	3589600	66700
1936	"70"	"74"	3612400	64000
1937	"70"	"74"	3640200	61600
1938	"70"	"74"	3672100	57300
1939	"70"	"74"	3699700	57800
1940	"70"	"74"	3695617	61822
1941	"70"	"74"	3707815	65830
1942	"70"	"74"	3708801	69418
1943	"70"	"74"	3732532	74512
1944	"70"	"74"	3737096	76153
1945	"70"	"74"	3778890	76210
1946	"70"	"74"	3833072	76950
1947	"70"	"74"	3885284	77970
1948	"70"	"74"	3937840	78140
1949	"70"	"74"	3987996	78020
1950	"70"	"74"	4029803	78457
1951	"70"	"74"	4064727	78614
1952	"70"	"74"	4116228	79800
1953	"70"	"74"	4162609	81892
1954	"70"	"74"	4211191	83924
1955	"70"	"74"	4258571	85611
1956	"70"	"74"	4304832	88775
1957	"70"	"74"	4343190	91257
1958	"70"	"74"	4376314	93887
1959	"70"	"74"	4413046	94832
1960	"70"	"74"	4446222	95949
1961	"70"	"74"	4475787	98144
1962	"70"	"74"	4507098	98549
1963	"70"	"74"	4539519	98543
1964	"70"	"74"	4557567	100989
1965	"70"	"74"	4569896	104832
1966	"70"	"74"	4591842	107108
1967	"70"	"74"	4619645	110133
1968	"70"	"74"	4633292	116118
1969	"70"	"74"	4614277	121140
1970	"70"	"74"	4598336	124708
1971	"70"	"74"	4625912	129587
1972	"70"	"74"	4653401	134349
1973	"70"	"74"	4678761	137329
1974	"70"	"74"	4702387	142136
1975	"70"	"74"	4720492	146285
1976	"70"	"74"	4730836	151465
1977	"70"	"74"	4746967	157916
1978	"70"	"74"	4758088	163582
1979	"70"	"74"	4771292	168901
1980	"70"	"74"	4787778	173942
1981	"70"	"74"	4812150	177266
1982	"70"	"74"	4841715	179800
1983	"70"	"74"	4869858	179773
1984	"70"	"74"	4893748	179077
1985	"70"	"74"	4910664	176323
1986	"70"	"74"	4925644	172367
1987	"70"	"74"	4938602	169502
1988	"70"	"74"	4954359	168554
1989	"70"	"74"	4974383	161743
1990	"70"	"74"	4998478	167296
1991	"70"	"74"	5029002	173336
1992	"70"	"74"	5054982	177469
1993	"70"	"74"	5077912	183669
1994	"70"	"74"	5098754	193957
1995	"70"	"74"	5116826	196407
1996	"70"	"74"	5132320	199273
1997	"70"	"74"	5147349	202451
1998	"70"	"74"	5159646	205111
1999	"70"	"74"	5171302	208620
2000	"70"	"74"	5181115	211265
2001	"70"	"74"	5194901	212474
2002	"70"	"74"	5206295	212476
2003	"70"	"74"	5219732	208415
2004	"70"	"74"	5236611	206336
2005	"70"	"74"	5255580	205764
2006	"70"	"74"	5276955	205928
2007	"70"	"74"	5300484	209415
2008	"70"	"74"	5326314	217574
2009	"70"	"74"	5351427	225043
2010	"70"	"74"	5375276	223495
2011	"70"	"74"	5401267	239251
2012	"70"	"74"	5426674	233799
1865	"75"	"79"	1843245	11166
1866	"75"	"79"	1837506	11129
1867	"75"	"79"	1824198	11046
1868	"75"	"79"	1727538	10470
1869	"75"	"79"	1739560	10540
1870	"75"	"79"	1768769	10713
1871	"75"	"79"	1803845	11127
1872	"75"	"79"	1834611	11517
1873	"75"	"79"	1859976	11873
1874	"75"	"79"	1886117	12232
1875	"75"	"79"	1912647	12594
1876	"75"	"79"	1942656	12856
1877	"75"	"79"	1971431	13108
1878	"75"	"79"	1994573	13392
1879	"75"	"79"	2032669	14007
1880	"75"	"79"	2060782	13882
1881	"75"	"79"	2082643	13569
1882	"75"	"79"	2113302	13277
1883	"75"	"79"	2146395	12657
1884	"75"	"79"	2180547	12369
1885	"75"	"79"	2207518	13373
1886	"75"	"79"	2238572	13964
1887	"75"	"79"	2278140	15295
1888	"75"	"79"	2314179	15947
1889	"75"	"79"	2347702	16884
1890	"75"	"79"	2380140	17414
1891	"75"	"79"	2408300	18200
1892	"75"	"79"	2422500	18800
1893	"75"	"79"	2436700	19500
1894	"75"	"79"	2465700	20200
1895	"75"	"79"	2499900	21000
1896	"75"	"79"	2530900	21800
1897	"75"	"79"	2567500	22600
1898	"75"	"79"	2610300	23600
1899	"75"	"79"	2635300	24400
1900	"75"	"79"	2655900	25200
1901	"75"	"79"	2678500	25700
1902	"75"	"79"	2693900	26200
1903	"75"	"79"	2717100	26600
1904	"75"	"79"	2751900	26700
1905	"75"	"79"	2773000	27000
1906	"75"	"79"	2803700	27000
1907	"75"	"79"	2838700	26400
1908	"75"	"79"	2883000	25500
1909	"75"	"79"	2914800	26700
1910	"75"	"79"	2943400	27400
1911	"75"	"79"	2980000	28000
1912	"75"	"79"	3015500	28500
1913	"75"	"79"	3035800	29500
1914	"75"	"79"	3069500	30300
1915	"75"	"79"	3096300	30900
1916	"75"	"79"	3114200	31400
1917	"75"	"79"	3134300	32700
1918	"75"	"79"	3115300	32800
1919	"75"	"79"	3118000	33000
1920	"75"	"79"	3147600	33800
1921	"75"	"79"	3193200	34100
1922	"75"	"79"	3227800	34000
1923	"75"	"79"	3258600	34700
1924	"75"	"79"	3286200	35000
1925	"75"	"79"	3322100	35700
1926	"75"	"79"	3355200	37500
1927	"75"	"79"	3380600	38400
1928	"75"	"79"	3412100	39100
1929	"75"	"79"	3435300	39900
1930	"75"	"79"	3462700	40300
1931	"75"	"79"	3489600	39500
1932	"75"	"79"	3516000	39000
1933	"75"	"79"	3536600	38900
1934	"75"	"79"	3561600	39000
1935	"75"	"79"	3589600	39900
1936	"75"	"79"	3612400	40500
1937	"75"	"79"	3640200	41300
1938	"75"	"79"	3672100	41900
1939	"75"	"79"	3699700	43200
1940	"75"	"79"	3695617	41925
1941	"75"	"79"	3707815	40674
1942	"75"	"79"	3708801	39170
1943	"75"	"79"	3732532	36860
1944	"75"	"79"	3737096	37693
1945	"75"	"79"	3778890	40704
1946	"75"	"79"	3833072	43645
1947	"75"	"79"	3885284	46061
1948	"75"	"79"	3937840	49076
1949	"75"	"79"	3987996	49596
1950	"75"	"79"	4029803	48696
1951	"75"	"79"	4064727	49323
1952	"75"	"79"	4116228	50547
1953	"75"	"79"	4162609	50925
1954	"75"	"79"	4211191	51896
1955	"75"	"79"	4258571	52763
1956	"75"	"79"	4304832	53114
1957	"75"	"79"	4343190	54103
1958	"75"	"79"	4376314	55943
1959	"75"	"79"	4413046	57869
1960	"75"	"79"	4446222	59214
1961	"75"	"79"	4475787	61620
1962	"75"	"79"	4507098	62743
1963	"75"	"79"	4539519	64753
1964	"75"	"79"	4557567	65612
1965	"75"	"79"	4569896	66132
1966	"75"	"79"	4591842	67430
